Song Group,Video ID,Video Name
Memphis,v8sPF_ufjVw,2003-2004 Vermilion Sailor Marching Band - Memphis
Memphis,aOhbEiGyYWY,2003-2004 Vermilion Sailor Marching Band - Memphis - Vermilion Sailor Band Festival
Memphis,vHbR25ojrxk,2010 Vermilion Sailor Alumni Band -  Memphis
Mercy Mercy Mercy,RsJmgdt_KgY,2005-2006 Vermilion Sailor Marching Band - Mercy Mercy Mercy
Mercy Mercy Mercy,hKKw9riwO94,2005-2006 Vermilion Sailor Marching Band - Vermilion Sailor Band Festival - Mercy Mercy Mercy
Mercy Mercy Mercy,lH0DR6BvO8w,2019 Vermilion Sailor Alumni Band - Mercy Mercy Mercy
Mickey Mouse March,HkxdedJSpxk,1986-1987 Vermilion Sailor Marching Band - Mickey Mouse March - Tequila - Senior Songs - Senior Show
Mickey Mouse March,i4dKPGxSasQ,1992-1993 Vermilion Sailor Marching Band - Mickey Mouse March - Senior Song - Senior Show
Midnight Special,Brw2r8LSnPM,2001-2002 Vermilion Sailor Marching Band - Second Source - Show 4 - Midnight Special
Midnight Special,vfYxedGbq-w,2005 Vermilion Sailor Alumni Band - Midnight Special - Vermilion Band Festival
Mission,dOckcU8nLeE,1999-2000 Vermilion Sailor Marching Band  - Second Source - Mission
Mission,USXPuG6MwjY,1999-2000 Vermilion Sailor Marching Band - Mission
Mission,TK04YlM0no4,1999-2000 Vermilion Sailor Marching Band - Mission
Mississippi Mud,GvYM4KaxbOg,1989 Vermilion Sailor Alumni Band - Mississippi Mud
Mississippi Mud,BaSlJHz7brA,1997 Vermilion Sailor Alumni Band - Mississippi Mud - Vermilion Band Festival
Move,u407HN742EU,2013-2014  Vermilion Sailor Marching Band - Move - Vermilion Sailor Marching Band Festival
Move,kTMYMwDpBo4,2013-2014  Vermilion Sailor Marching Band - Move - Band Review Concert
Moves Like Jagger,C7zhwFtfj3E,2013-2014  Vermilion Sailor Marching Band - Moves Like Jagger - Sailor Marching Band Festival
Moves Like Jagger,HruO92WY3G4,2013-2014 Vermilion Sailor Marching Band  -  Moves Like Jagger -  Band Review
Music From The Color Purple,kLmo_EcsEB8,1986-1987 Vermilion Sailor Marching Band - Music From The Color Purple
Music From the Series Paper Dolls,9de2ek6ka1o,1985-1986 Vermilion Sailor Marching Band - Music From The Series Paper Dolls - VHS Band Festival
Music From the Series Paper Dolls,147KWQSFHTI,1985-1986 Vermilion Sailor Marching Band - Music From The Series Paper Dolls - Amherst High School
Music of the Night,QGxWrMlfmgI,1991-1992 Vermilion Sailor Marching Band - Music of the Night - Senior Night
Music of the Night,6lRLWvCZOvg,1993-1994 Vermilion Sailor Marching Band - Music of the Night  -  V Midview
Music of the Night,zXJ8V7GeGok,1993-1994 Vermilion Sailor Marching Band - Music of the Night - V Lorain
Mustang Sally,vSM5NgaZnlw,2013 Vermilion Sailor Alumni Band - Mustang Sally
My Favorite Things,zXJva5uc26k,1998-1999 Vermilion Sailor Marching Band - My Favorite Things - Vermilion Sailor Band Festival
My Favorite Things,5kfBl5FMAyM,1998-1999 Vermilion Sailor Marching Band - My Favorite Things - Rittman - 10-18-98
My Favorite Things,byuLeZp6s0Y,1998-1999 Vermilion Sailor Marching Band - My Favorite Things
My Sharona,owj0QP1lvs0,2006-2007 Vermilion Sailor Marching Band - Vermilion Marching Band Festival - My Sharona
My Songs Know What You Did In the Dark,iTWS-QFkFSo,2015-2016 Vermilion Sailor Marching Band  - My Songs Know What You Did In the Dark - 9-25-2016
My Songs Know What You Did In the Dark,Iryy7r3-1i4,2015-2016 Vermilion Sailor Marching Band - My Songs Know What You Did In the Dark
My Songs Know What You Did In the Dark,imFliK0-WLw,2015-2016 Vermilion Sailor Marching Band - My Songs Know What You Did In the Dark -9-25-15
My Songs Know What You Did In the Dark,NKN0AIzm2DQ,2016-2017 Vermilion Sailor Marching Band - My Songs Know What You Did In The Dark - Firelands Parad
Never My Love,gGvh8KQSu-I,2000-2001 Vermilion Sailor Marching Band - Never My Love - Vermilion Sailor Band Festival
Never My Love,HkbpBbQdOM0,2000-2001 Vermilion Sailor Marching Band - Never My Love - Marching Band In Review Concert
Never My Love,AlVr3wtiSSI,2000-2001 Vermilion Sailor Marching Band - Never My Love
Never My Love,SZ2R2GzFYqs,2000-2001 Vermilion Sailor Marching Band - Never My Love
Never My Love,UwmovZe-uek,2003-2004 Vermilion Sailor Marching Band - Second Source  - Senior Show - Never My Love
Never My Love,MwWeQcLwafM,2003-2004 Vermilion Sailor Marching Band - Never My Love - Senior Show
Never My Love,rPjv1AWSl2k,2011 Vermilion Sailor Alumni Band - Never My Love
Never My Love,MUJgQJxK9OQ,2011 Vermilion Sailor Alumni Band - Practice - Never My Love
"New York, New York",liQnhpvlgAQ,"1988 Vermilion Sailor Alumni Band - New York, New York"
"New York, New York",wClYi8JWGt4,"1993 Vermilion Sailor Alumni Band - New York, New York"
"New York, New York",Vcrbhoj6XV0,1998 Vermilion Sailor Alumni Band - New York New York - Vermilion Band Festival
Old Time Rock and Roll,fQ31KemNJd0,1987-1988 Vermilion Sailor Marching Band - Old Time Rock and Roll - Williamsburg
Old Time Rock and Roll,7sH1TpzpcCM,1991 Vermilion Sailor Alumni Band - Old Time Rock and Roll
Old Time Rock and Roll,D7eJbniXAyE,1994 Vermilion Sailor Alumni Band - Old Time Rock and Roll
Old Time Rock and Roll,ZK1TwPQ1bKs,2000-2001 Vermilion Sailor Marching Band - Old Time Rock and Roll
Old Time Rock and Roll,ppLj_8BNv8E,2000-2001 Vermilion Sailor Marching Band - Old Time Rock and Roll - Marching Band In Review Concert
Old Time Rock and Roll,tHjUC4YGA1I,2002 Vermilion Sailor Alumni Band - Old Time Rock and Roll
Old Time Rock and Roll,460Wgxrx0OQ,2023 Vermilion Sailor Alumni Band - Old Time Rock and Roll - Practice
Old Time Rock and Roll,tRSNu4ODCio,2023 Vermilion Sailor Alumni Band - Old Time Rock and Roll
One O'Clock Jump,9ZfjybB8A5U,1990 Vermilion Sailor Alumni Band - One O'Clock Jump
One O'Clock Jump,mv25hw2bhno,1995 Vermilion Sailor Alumni Band - One O'Clock Jump - Vermilion Band Festival
Phantom of the Opera,N9pkMdzoj8U,2012-2013 Vermilion Sailor Marching Band - Phantom of The Opera
Pirates of the Caribbean,rQv6f9_RhyM,2017-2018 Vermilion Sailor Marching Band - Pirates of the Caribbean - 09-07-17 - Orrville Festival
Pirates of the Caribbean,H_Pr3RUk4pg,2017-2018 Vermilion Sailor Marching Band - Pirates of the Caribbean - 09-22-17 - V Columbia
Pirates of the Caribbean,mV3iSAmKQIM,2017-2018 Vermilion Sailor Marching Band - Pirates of the Caribbean - 09-08-17 - Firelands
Pirates of the Caribbean,ZDbae74h--M,2017-2018 Vermilion Sailor Marching Band - Pirates of the Caribbean - 09-16-17 - Elyria Festival
Pirates of the Caribbean,C9TeQFYjCz4,2017-2018 Vermilion Sailor Marching Band - Pirates of the Caribbean - 09-29-17 - Oak Harbor
Pirates of the Caribbean,yt2sJ4McgMY,2017-2018 Vermilion Sailor Marching Band - Pirates of the Caribbean - 09-23-17
Pirates of the Caribbean,BMxlNCLOJkI,2017-2018 Vermilion Sailor Marching Band - Pirates of the Caribbean - 09-16-17 - Elyria Festival
Play That Funky Music,B0Yo4Xvda0Y,2013 Vermilion Sailor Alumni Band - Play That Funky Music
Power Station,P0F6kUTtDGA,1988-1989 Vermilion Sailor Marching Band - Power Station
Power Station,0IOU0LHoLlo,1988-1989 Vermilion Sailor Marching Band - Power Station - Sandusky Band Festival
Power Station,MgBJlKp0Mos,1992-1993 Vermilion Sailor Marching Band - Power Station - Full Show 5
Power Station,GpICZtf7zTA,1992-1993 Vermilion Sailor Marching Band - Power Station - V John Adams
Precious and Few,5sN50yIywC8,1992-1993 Vermilion Sailor Marching Band - Precious and Few - 8th Grade Night
Pretty Fly For a White Guy,nwsfzIjYyhE,2002-2003 Vermilion Sailor Marching Band - Pretty Fly For A White Guy - Sailor Band Festival
Pretty Fly For a White Guy,YH-W38vvi_s,2002-2003 Vermilion Sailor Marching Band - Pretty Fly For A White Guy - Anthony Wayne
The Race,7MMH95JAUlI,2003-2004 Vermilion Sailor Marching Band - Second Source - VHS Band Festival - The Race
The Race,jdwfQBJ1WpE,2003-2004 Vermilion Sailor Marching Band - Second Source  - Show 1 - The Race
The Race,WZVm6xKPfGQ,2003-2004 Vermilion Sailor Marching Band - The Race - Vermilion Sailor Band Festival
Raider's March,zAp2dZ-kxtw,"1990-1991 Vermilion Sailor Marching Band - Raiders March Woolybear Parade - Vermilion, OH"
Raider's March,5k4JswrXDkc,1990-1991 Vermilion Sailor Marching Band - Raiders March
Raider's March,csovSSzLfgs,1990-1991 Vermilion Sailor Marching Band - Raiders March - Second Festival Show
Raider's March,veGc-GSBjq4,1990-1991 Vermilion Sailor Marching Band - Portion of Raiders March
Raider's March,eGflEu-l-DY,1992-1993 Vermilion Sailor Marching Band - Raiders March - Senior Show
Raider's March,DE0jsIPaWGw,2016-2017 Vermilion Sailor Marching Band - Raiders March - Halftime V Edison
Renegade,X0BzyTVU9B4,1991-1992 Vermilion Sailor Marching Band - Renegade
Rescue Me,a39opOFMPE0,2002-2003 Vermilion Sailor Marching Band - Second Source - Show 1 - Rescue Me
Respect,ribKJ6oAq9o,1994-1995 Vermilion Sailor Marching Band - Respect - Vermilion High School
Respect,FjmReDOwJEU,2023 Vermilion Sailor Alumni Band - Respect - Practice
Respect,ljt0xXffWsU,2023 Vermilion Sailor Alumni Band - Respect
Rock and Roll,xbGDxbiOryE,2005-2006 Vermilion Sailor Marching Band - Rock and Roll Music
Rock and Roll,WU0u0TVl5K4,2014 Vermilion Sailor Alumni Band - Rock and Roll Music
Rock and Roll All Night,PmOYh3AovFw,2022-2023 Vermilion Sailor Marching Band -  Rock and Roll All Night - 10-7-2022
Rock Around The Clock,OvLr2pbyIdY,1987 Vermilion Sailor Alumni Band - Rock Around The Clock
Rock Around The Clock,5ksRhFEeME4,1993 Vermilion Sailor Alumni Band - Rock Around The Clock
Rock Around The Clock,OLvVNHBohnA,1998 Vermilion Sailor Alumni Band - Rock Around The Clock - Vermilion Band Festival
Rock Til You Drop,2gy_NV-ejeA,1992-1993 Vermilion Sailor Marching Band - Rock Till You Drop with 8th Grade - 8th Grade Night
Rock Til You Drop,mkE8wWvMIWI,1992-1993 Vermilion Sailor Marching Band - Rock Till You Drop - Williamsburg Mall
Rock Til You Drop,QbObDw8bAOo,1992-1993 Vermilion Sailor Marching Band - Rock Till You Drop - Full Show 1
Rock Til You Drop,3nEiGrYI--w,1992-1993 Vermilion Sailor Marching Band - Rock Till You Drop - Full Show 2
Rock Til You Drop,vm4xqvWTUyY,1992-1993 Vermilion Sailor Marching Band - Rock Till You Drop - In the Park
Rock Til You Drop,p2ldRYEuRmk,1992-1993 Vermilion Sailor Marching Band - Rock Till You Drop - In the Stands - V John Adams
Rock Til You Drop,Fbl9z4ou744,2000 Vermilion Sailor Alumni  Band - Rock Til You Drop
Rock Til You Drop,FJsB3X0bq38,2007 Vermilion Sailor Alumni Band - Rock Til You Drop
Rock Til You Drop,WFos8FB1WZQ,2011 Vermilion Sailor Alumni Band - Rock Til You Drop
Rocking Robin,TC1JnsxRrAE,1987-1988 Vermilion Sailor Marching Band - Rocking Robin - Williamsburg
Roll Over Beethoven,KlPHbgxPEj0,1994-1995 Vermilion Sailor Marching Band - Roll Over Beethoven
Roll Over Beethoven,AuZNUu_D9fQ,2002-2003 Vermilion Sailor Marching Band - Second Source - Show 2 - Roll Over Beethoven
Roll Over Beethoven,Hr4-yTy1szY,2012 Vermilion Sailor Alumni Band - Roll Over Beethoven
The Rose,FQW3iSkRuNg,1991-1992 Vermilion Sailor Marching Band - The Rose
The Rose,6Eto-TPr6DA,1994-1995 Vermilion Sailor Marching Band - The Rose
Runaway Baby,U9u28a4wBmE,2013-2014  Vermilion Sailor Marching Band - Runaway Baby - Vermilion Sailor Marching Band Festival
Running Just to Catch Myself,36hutl8y2W0,2016-2017 Vermilion Sailor Marching Band - Running Just To Catch Myself - Halftime vs  Firelands
Running Just to Catch Myself,ZuA6eiIGk1Q,2016-2017 Vermilion Sailor Marching Band - Running Just To Catch Myself - Elyria Parade of Bands
Running Just to Catch Myself,N439DG7JoKY,2016-2017 Vermilion Sailor Marching Band - Running Just To Catch Myself - Halftime V Port Clinton
Running Just to Catch Myself,yVRvxwOi7RE,2016-2017 Vermilion Sailor Marching Band - Running Just To Catch Myself - Vermilion Band Festival
Russian Sailor Dance,8K57jdj0zNk,1996-1997 Vermilion High School Marching Band - Russian Sailor Dance - Vermilion Band Festival
Russian Sailor Dance,gla6IRUESDI,1996-1997 Vermilion High School Marching Band - Russian Sailor's Dance - Rittman
Russian Sailor Dance,xPNBHpDC_tM,1996-1997 Vermilion High School Marching Band - Russian Sailors Dance - Soccer Game
Sailor Medley,2Z_jdiQ73b8,1996-1997 Vermilion High School Marching Band - Sailor Medley - Vermilion Marching Band Fest
Sailor Medley,_egUg2HHuyQ,1996-1997 Vermilion High School Marching Band - Sailor Medley
Salute To America's Finest,9I4hFmuuaG0,1991-1992 Vermilion Sailor Marching Band - Salute To America's Finest - Eighth Grade Night
Santana,mIGd0k7TsTo,2008-2009 Vermilion Sailor Marching Band  -  Santana -  Halftime V Clearview
Savada,9VCF455JUDk,1993-1994 Vermilion Sailor Marching Band - Savada - Full Show 1
Savada,y513tvJOGcM,1993-1994 Vermilion Sailor Marching Band - Savada - Vermilion Sailor Marching Band Festival
Savada,ufYyVb3j2cU,1996-1997 Vermilion High School Marching Band - Savada - Senior Show
Scarborough Fair,NgQf53A3O20,1994-1995 Vermilion Sailor Marching Band - Scarborough Fair - Anthony Wayne Band Festival
Scarborough Fair,ASJRW2yp6vA,1994-1995 Vermilion Sailor Marching Band - Closer - Scarborough Fair   Vermilion High School
School's Out,30t3HPaB50M,2000-2001 Vermilion Sailor Marching Band -  Second Source - Senior Show - School's Out
School's Out,Pjlpq_Kg5Pc,2001-2002 Vermilion Sailor Marching Band - Second Source -  Show 4 - Schools Out
School's Out,atUtLlDk7qE,2006-2007 Vermilion Sailor Marching Band - School's Out - Senior Show
Send In The Clowns,y1cIDgf1w5M,1990 Vermilion Sailor Alumni Band - Send In The Clowns
September,0-09StAT704,1991-1992 Vermilion Sailor Marching Band - September - Vermilion Sailor Band Festival
September,RvVG-FK1EnY,1991-1992 Vermilion Sailor Marching Band - September - Judge Commentary - Lakeview
September,SAC5V53iATc,1991-1992 Vermilion Sailor Marching Band - September - First Home Game
September,u7jQKx2tTcY,"2002-2003 Vermilion Sailor Marching Band - Full Show - Anthony Wayne -  September 28, 2002"
September,hHiZDvRbefo,"2002-2003 Anthony Wayne High School Showcase of Bands September 28, 2002"
September,qgQFbsIEVM8,2003 Vermilion Sailor Alumni Band -  Second Source - September
September,C9swxbauhWg,2003 Vermilion Sailor Alumni Band -  Second Source - September
Sgt. Pepper's Lonely Hearts Club Band,Vn2iLyHh3do,1997-1998 Vermilion Sailor Marching Band - Sgt  Peppers Lonely Hearts Club Band - With a Little Help
Sgt. Pepper's Lonely Hearts Club Band,GDr3nUnOZso,2004-2005 Vermilion Sailor Marching Band - Sgt Peppers-With A Little Help - Sailor Band Festival
Sgt. Pepper's Lonely Hearts Club Band,TktrOf7InDk,2014 Vermilion Sailor Alumni Band - Sergeant Pepper's Lonely Hearts Club Band
Shake Rattle and Roll,79jGci0lmDs,2003-2004 Vermilion Sailor Marching Band - Shake Rattle and Roll - With 8th Grade
Shake Shake Shake Senora,fZ3x7-KRw6Q,2005 Vermilion Sailor Alumni Band - Shake Shake Shake Senora - Vermilion Band Festival
Shakedown,R1icPGd_YSU,1988-1989 Vermilion Sailor Marching Band - Shakedown - Sandusky Band Festival
Shakedown,-IyTJQS01S4,1988-1989 Vermilion Sailor Marching Band - Shakedown
Shakedown,-ImU9rdsF0A,1992-1993 Vermilion Sailor Marching Band - Shakedown - Full Show 1
Shakedown,Qs051ojxPSM,1992-1993 Vermilion Sailor Marching Band - Shakedown - Full Show 2
Shakedown,-LCa1UdF8wM,1992-1993 Vermilion Sailor Marching Band - Shakedown - Full Show 3
Shakedown,-5-I3ArLdIU,1992-1993 Vermilion Sailor Marching Band - Shakedown - Full Show 4
Shakedown,_HocT84sAHA,1992-1993 Vermilion Sailor Marching Band - Shakedown - Full Show 5
Shakedown,npqxxTHJav0,1992-1993 Vermilion Sailor Marching Band - Shakedown - V John Adams
She's Not There,rrDbcKdGid0,1998-1999 Vermilion Sailor Marching Band - She's Not There - Vermilion Sailor Band Festival
Shinedown,DVGj7U72DWI,1995-1996 Vermilion Sailor Marching Band - Shinedown - Vermilion Sailor Band Festival - 9-30-1995
Shinedown,mqAbLWjM45E,1995-1996 Vermilion Sailor Marching Band - Shinedown
She Believes In Me,9ZsEIOPGPOI,1990-1991 Vermilion Sailor Marching Band - She Believes In Me
She Believes In Me,bXNgAW2CVbY,1990-1991 Vermilion Sailor Marching Band - She Believes In Me - V Firelands
She Believes In Me,Zzq-lE1H2Sk,1992-1993 Vermilion Sailor Marching Band - She Believes In Me
She Loves You,027CYF4Zkhk,2003-2004 Vermilion Sailor Marching Band -- Show 5 - She Loves You
She Loves You,3psz6Tw_HHE,2004-2005 Vermilion Sailor Marching Band - She Loves You  - Sailor Marching Band Festival
She Loves You,fWZp7pJbTCc,2014 Vermilion Sailor Alumni Band - She Loves You
Shook Me All Night Long,mnu76Yxc9HE,2022-2023 Vermilion Sailor Marching Band - Shook Me All Night Long - 10-7-2022
Shout It Out Loud,klTMfWUeAoM,2022-2023 Vermilion Sailor Marching Band - Shout It Out Loud - 10-14-2022
Shout It Out Loud,iAn0dL9iEHI,2022-2023 Vermilion Sailor Marching Band - Shout it Out Loud - 9-30-2022
Shout It Out Loud,JqCVMcuszlE,2022-2023 Vermilion Sailor Marching Band - Shout It Out Loud - 8-19-2022
Sing Sing Sing,tA_wnNYdmzU,1998-1999 Vermilion Sailor Marching Band - Sing Sing Sing - Senior Show
Sing Sing Sing,861JS69ImDg,2005-2006 Vermilion Sailor Marching Band - Sing Sing Sing
Smoke on the Water,vjl9DDamavs,1997-1998 Vermilion Sailor Marching Band - Smoke On The Water - Portion
Soak Up The Sun,I_l0Gcv4-f0,2003-2004 Vermilion Sailor Marching Band - Second Source - VHS Band Festival - Soak Up The Sun
Soak Up The Sun,jXNyYa9Rbr8,2003-2004 Vermilion Sailor Marching Band - Second Source  - Senior Show -Soak Up The Sun
Soak Up The Sun,1n7SeBNHERs,2003-2004 Vermilion Sailor Marching Band - Soak Up The Sun - Senior Show
Soak Up The Sun,mceLf72a9QM,2003-2004 Vermilion Sailor Marching Band - Soak Up The Sun
Soak Up The Sun,RU_dKCE553U,2013 Vermilion Sailor Alumni Band - Soak Up The Sun
Soak Up The Sun,L1nJ5JXkX9A,2023 Vermilion Sailor Alumni Band - Soak Up The Sun - Practice
Soak Up The Sun,FOJ8qZa9x1c,2023 Vermilion Sailor Alumni Band - Soak Up The Sun
Some Nights,kfjw88OAUfA,2015-2016 Vermilion Sailor Marching Band - Some Nights - Elyria Band Festival
Some Nights,UvKd8xuI0go,2015-2016 Vermilion Sailor Marching Band - Some Nights - v Willard
Some Nights,A5CPKj5KrgY,2016-2017 Vermilion Sailor Marching Band - Some Nights - Firelands Parade of Bands
Someone To Watch Over Me,z0Ya6tiQzdw,1994-1995 Vermilion Sailor Marching Band - Someone To Watch Over Me
Something,rhaHM5XOCX0,2004-2005 Vermilion Sailor Marching Band - Something - Sailor Marching Band Festival
Soul Finger,ces_TwdLJ7E,1997-1998 Vermilion Sailor Marching Band - Soul Finger - BW Festival
Soul Finger,wwW_NWExXo0,1997-1998 Vermilion Sailor Marching Band - Soul Finger - Full Show 1
Soul Finger,frSc1yofxEo,1997-1998 Vermilion Sailor Marching Band - Soul Finger - Vermilion Sailor Band Festival
Soul Finger,a4qALV9oQGo,1997-1998 Vermilion Sailor Marching Band - Soul Finger - W 8th Grade
Soul Finger,S-ES0pL2puY,2000-2001 Vermilion Sailor Marching Band - Soul Finger - Vermilion Sailor Band Festival
Soul Finger,E29yd4s__Q0,2000-2001 Vermilion Sailor Marching Band - Soul Finger - With 8th Grade
Soul Finger,tgg0036SY9E,2011 Vermilion Sailor Alumni Band - Soulfinger
Soul Finger,vmwwtnDgDPM,2022 Vermilion Sailor Alumni Band - Soul Finger
Soul Man,By_D68AiH8o,1992-1993 Vermilion Sailor Marching Band - Soul Man - Full Show 5
Soul Man,INhqyeTfJ0k,1992-1993 Vermilion Sailor Marching Band - Soul Man - V John Adams
Soul Man,RT3ljoUtyMc,1992-1993 Vermilion Sailor Marching Band - Soul Man - Williamsburg Mall
Spirit In The Sky,dMIyAx-tuBo,2022-2023 Vermilion Sailor Marching Band - Spirit In The Sky - 10-7-2022
Stairway to Heaven,XuGR2J6m1oU,1991-1992 Vermilion Sailor Marching Band - Stairway to Heaven - Senior Song - Senior Night
Star Wars,p7Q5gHgAMKY,2017-2018 Vermilion Sailor Marching Band - Star Wars - Vermilion Band Festival
Star Wars,l0VsL60gEFU,2017-2018 Vermilion Sailor Marching Band - Star Wars - 09-22-17 - V Columbia
Star Wars,6aWi7pVKVzg,2017-2018 Vermilion Sailor Marching Band - Star Wars - 09-29-17 - Oak Harbor
Star Wars,FKYDRoShIJw,2017-2018 Vermilion Sailor Marching Band - Star Wars - 09-08-17 - Firelands
The Star Spangled Banner,6ek6CO03w3c,1985-1986 Vermilion Sailor Marching Band - Mass Star Spangled Banner   Sailor Band Festival
The Star Spangled Banner,4auYKq9d-nw,1986-1987 Vermilion Sailor Marching Band - Mass Star Spangled Banner
The Star Spangled Banner,BRqJkgv8TSk,1986 Vermilion Sailor Marching Band Festival - Mass Star Spangled Banner
The Star Spangled Banner,9VXvystw5_4,1989 Vermilion Sailor Alumni Band - Mass Star Spangled Banner
The Star Spangled Banner,vH_u1uyrYlM,1991 Vermilion Sailor Alumni Band 1991-1992 Vermilion Sailor Marching Band - Star Spangled Banner
The Star Spangled Banner,2MG2_5--nyA,1991 Vermilion Sailor Alumni Band - Mass Star Spangled Banner
The Star Spangled Banner,SmQpq7KnXNk,1993-1994 Vermilion Sailor Marching Band - Parade and Mass Star Spangled Banner - Vermilion Festival
The Star Spangled Banner,c7O2O4P5IGQ,1993 Vermilion Sailor Marching Band Festival - Mass Star Spangled Banner
The Star Spangled Banner,bD0PelULJOI,1995-1996 Vermilion Sailor Marching Band  - Mass Star Spangled Banner - Vermilion Band Festival
The Star Spangled Banner,dkD0R8fpqYI,1995-1996 Vermilion Sailor Marching Band - Star Spangled Banner - Band In Review
The Star Spangled Banner,_jUQH2Y3I7I,1995-1996 Vermilion Sailor Marching Band - Star Spangled Banner - Wooly Bear Festival
The Star Spangled Banner,rIgPHquvsNY,1996-1997 Vermilion Sailor Marching Band - Star Spangled Banner - Band Review Concert
The Star Spangled Banner,BGO9-z1Ro3U,1997-1998 Vermilion Sailor Marching Band - Mass Star Spangled Banner - Sailor Band Festival
The Star Spangled Banner,SLoCF7VHeD4,1997-1998 Vermilion Sailor Marching Band - Mass Star Spangled Banner - BW Festival
The Star Spangled Banner,043wq2NLI-c,1998-1999 Vermilion Sailor Marching Band - Mass Star Spangled Banner - Sailor Band Festival
The Star Spangled Banner,lJ2RHdu1TB0,2000-2001 Vermilion Sailor Marching Band - Star Spangled Banner - Wooly Bear Parade
The Star Spangled Banner,pZ3PK7Ww6nk,2001 Vermilion Sailor Alumni Band - Mass Star Spangled Banner
The Star Spangled Banner,7qqCaZsFwf0,2002 Vermilion Sailor Alumni Band - Second Source - Mass Star Spangled Banner
The Star Spangled Banner,zRnqxfKiE0o,2004-2005 Vermilion Sailor Marching Band - Star Spangled Banner - Homecoming Ceremony
The Star Spangled Banner,lt-LOctPNCc,2005-2006 Vermilion Sailor Marching Band - WSC Opening Ceremony   Star Spangled Banner
The Star Spangled Banner,qhRioYoulCc,2005 Vermilion Sailor Alumni Band - Mass Star Spangled Banner - Vermilion Band Festival
The Star Spangled Banner,wKJLbr_yOE0,2008 Vermilion Sailor Alumni Marching Band - Star Spangled Banner
The Star Spangled Banner,PBK_OzDXkOk,2010 Vermilion Sailor Alumni Band -  Star Spangled Banner
The Star Spangled Banner,ZkKf1UNxSvQ,2012 Vermilion Sailor Alumni Band - Mass Star Spangled Banner
The Star Spangled Banner,fni5yKn4uXI,2013 Vermilion Sailor Alumni Band - Mass Star Spangled Banner
The Star Spangled Banner,BEQ_kbGnJ-8,2018 Vermilion Sailor Alumni Band - Star Spangled Banner
The Star Spangled Banner,IABfKxDaF2o,2019 Vermilion Sailor Alumni Band - Star Spangled Banner
The Story In Your Eyes,ikKs-MSshx4,1997-1998 Vermilion Sailor Marching Band - The Story In Your Eyes - BW Festival
The Story In Your Eyes,0H8K1QQIPSM,1997-1998 Vermilion Sailor Marching Band  - The Story In Your Eyes - Full Show 1
The Story In Your Eyes,2Id3ynSzirU,1997-1998 Vermilion Sailor Marching Band - The Story In Your Eyes - Vermilion Sailor Band Festival
Strike Force,zVFslqwiHbA,1986-1987 Vermilion Sailor Marching Band - Strike Force - Senior Show
Strike Force,yvsajKV2JjA,1986-1987 Vermilion Sailor Marching Band - Strike Force - Vermilion Stadium
Strike Force,lBfde09U5Ww,1986-1987 Vermilion Sailor Marching Band - Strike Force
Strike Force,VzOmhvFu1ic,1986-1987 Vermilion Sailor Marching Band - Strike Force - Play Off Game   Willoughby
Sugar Blues,VnKJdAlsl7Y,1995 Vermilion Sailor Alumni Band - Sugar Blues - Vermilion Band Festival
Sugar Blues,LRMB3G4gzbA,1997 Vermilion Sailor Alumni Band - Sugar Blues - Vermilion Band Festival
Summon The Heroes,psZM9Euw-rQ,2016-2017 Vermilion Sailor Marching Band - Summon The Heroes - Halftime V Edison
Superman,KMrLWc4udYA,2014-2015 Vermilion Sailor Marching Band - Superman Theme - V Spencerville 10-24-14
Superman,Xx0By8eyOR4,2014-2015 Vermilion Sailor Marching Band  - Theme From Superman - 8th Grade Night Show
Surfing USA,JwmWO0v4z_Q,1990-1991 Vermilion Sailor Marching Band - Surfing USA
Surfing USA,BUAmbeHYwpY,1990-1991 Vermilion Sailor Marching Band - Surfing USA - Festival Show
Surfing USA,JPn1rn7_Fcs,Vermilion Sailor Marching Band - Surfing USA - Second Festival Show
Sweet Child O' Mine,Mfd0e4m-J1A,1991-1992 Vermilion Sailor Marching Band - Sweet Child O Mine - Homecoming Ceremony
Swinging Chariot,EsGw-AXkIYQ,1996-1997 Vermilion Sailor Marching Band - Swinging Chariot
Swinging Chariot,SxY_YrCMCOg,1999-2000 Vermilion Sailor Marching Band  - Senior Show - Swinging Chariot
Take On Me,PpGCDTiwpOY,2017-2018 Vermilion High School Marching Band - Take On Me - Fox News
Takin' It To The Streets,PaDz47ubJag,2008-2009 Vermilion Sailor Marching Band  -  Taking It To The Streets -  Clearview
Takin' It To The Streets,Mdd6jBC5tlo,2009 Vermilion Sailor Alumni Band - Takin' It To The Streets
Taking Care of Business,wzUTkGOkDKc,1990-1991 Vermilion Sailor Marching Band - Taking Care of Business - V Firelands
Taking Care of Business,vboZDaUWhhY,1992-1993 Vermilion Sailor Marching Band - Taking Care of Business - Full Show 3
Taking Care of Business,oGMuqSZ6Kto,1992-1993 Vermilion Sailor Marching Band - Taking Care of Business - Full Show 4
Taking Care of Business,HvmxyGf5MvA,1992-1993 Vermilion Sailor Marching Band - Taking Care of Business - Senior Show   Senior Show
Tea For Two for Tubas,wcIorbqyyq4,1990 Vermilion Sailor Alumni Band - Tea For Two For Tubas
Tea For Two for Tubas,Uvr3YGABEII,1993 Vermilion Sailor Alumni Band - Tea For Two For Tubas
